house car land income mate class
2 3 4 -49881 1 0
1 3 0 88521 0 0
3 1 0 8265 0 1
3 2 1 50824 0 1
3 0 4 35799 0 2
1 2 0 57278 1 1
2 0 1 81535 1 1
3 3 0 86668 1 3
2 0 1 -32540 1 0
2 2 2 87701 1 1
4 4 2 90482 1 3
0 4 0 -25359 1 0
1 3 2 76682 1 1
0 2 0 -4627 0 0
4 1 0 1290 0 1
2 3 1 46177 1 1
1 2 3 -5287 1 0
0 3 2 91434 0 0
4 3 1 -16219 0 2
1 0 4 -35271 0 0
3 0 4 35527 0 2
3 1 1 80970 0 1
0 0 1 55195 0 0
3 2 4 -46402 1 3
1 4 2 39587 0 0
4 0 1 4457 0 1
0 3 3 84943 0 0
3 4 3 78108 0 2
2 2 4 91145 0 0
4 1 2 89061 0 1
0 1 3 5388 0 0
4 1 1 32677 1 1
2 4 3 8511 0 0
3 0 4 83789 1 3
1 3 2 -19703 0 0
2 4 2 -19394 1 0
3 2 1 33075 0 1
0 2 4 55231 1 1
1 4 4 32209 1 0
4 1 4 46920 0 2
1 3 2 87452 1 1
1 4 1 -13842 1 0
1 0 0 -14891 0 0
2 1 0 32135 0 0
4 1 2 -42615 1 1
4 4 1 -31652 1 3
3 2 2 93422 1 1
2 3 4 83982 1 1
3 3 1 55596 1 3
2 0 2 98296 0 0
0 1 1 28099 0 0
3 4 2 60043 0 2
1 0 4 7438 1 0
0 3 2 404 0 0
0 4 1 -27480 1 0
2 1 4 39571 0 0
4 2 4 81304 0 2
2 0 1 97322 0 0
2 0 2 -12866 1 0
4 0 1 99388 1 1
3 0 4 47642 1 3
0 4 1 77521 0 0
4 3 3 99499 0 2
3 2 1 28467 0 1
4 4 4 54551 0 2
0 4 4 -30640 1 0
1 4 0 -16685 1 0
1 2 1 80066 0 0
1 0 3 10298 0 0
1 0 4 -39743 1 0
0 2 0 -21388 0 0
1 4 3 89587 0 0
4 0 1 15031 1 1
3 1 1 -46361 1 1
3 3 2 14375 0 2
1 1 1 12405 1 0
0 2 0 -11955 1 0
2 3 1 80622 0 0
1 3 0 68621 0 0
3 3 0 56116 1 3
3 4 1 -33368 1 3
0 1 3 82260 0 0
4 0 0 82779 1 1
1 1 4 66178 1 1
1 2 3 -21217 0 0
4 2 3 72488 0 2
1 4 1 -28014 1 0
1 4 2 -10978 0 0
4 3 4 49037 1 3
4 1 4 -45647 1 3
3 0 4 10072 1 3
0 3 3 3197 1 0
0 4 0 68561 1 1
4 0 3 97315 0 2
4 4 3 24774 0 2
1 2 1 54139 0 0
1 1 3 -39909 1 0
2 0 1 -47526 1 0
0 3 1 -15890 0 0
1 0 4 -26265 1 0
4 3 1 36289 0 2
2 0 1 8547 1 0
3 3 4 2799 0 2
0 2 0 84816 0 0
1 0 0 18207 0 0
4 2 1 -17527 0 1
4 0 2 67959 0 1
2 1 4 -1661 1 0
4 3 2 43622 1 3
3 1 0 14044 1 1
2 0 2 77087 0 0
2 3 1 -43804 0 0
3 2 1 -12680 1 1
0 0 4 98879 1 1
3 0 3 901 0 2
0 2 2 -42940 1 0
2 0 0 64576 0 0
3 1 1 -160 1 1
2 3 4 -16910 0 0
2 2 4 81750 0 0
0 2 4 56298 1 1
1 2 4 13059 0 0
3 4 0 90338 1 3
3 4 2 -33430 1 3
3 0 0 -22981 0 1
1 4 1 57595 1 1
4 1 0 22925 1 1
1 2 1 -48622 1 0
0 1 3 3852 1 0
3 2 0 -10055 0 1
3 3 4 20695 0 2
3 4 4 95115 1 3
4 4 1 56886 1 3
0 4 0 18916 0 0
4 3 2 37246 1 3
1 2 2 30386 1 0
4 1 1 14077 1 1
3 3 4 24826 1 3
3 4 1 63682 1 3
4 0 0 -31663 1 1
2 2 2 93759 1 1
2 3 4 34098 0 0
1 3 4 43403 0 0
1 0 0 29859 0 0
4 3 3 11218 1 3
0 4 3 3365 1 0
0 2 4 84147 1 1
0 4 1 -13061 1 0
0 2 1 -44393 0 0
1 2 1 54048 0 0
2 1 1 69849 1 1
0 1 4 97536 1 1
1 2 3 53854 0 0
2 4 1 -46680 0 0
3 1 3 62607 0 2
3 2 3 1213 0 2
3 1 0 62191 0 1
2 4 3 43616 0 0
0 0 4 52922 0 0
1 4 2 53679 0 0
0 2 1 -1274 1 0
2 3 0 98870 1 1
1 4 1 88054 1 1
1 0 4 81210 0 0
4 0 2 75497 0 1
2 0 3 23242 1 0
3 2 0 63438 0 1
0 3 2 90745 0 0
2 2 0 -15277 1 0
0 2 3 63542 0 0
2 0 3 61013 1 1
3 3 1 -22440 0 2
3 3 0 34086 1 3
4 4 4 -33701 0 2
1 3 4 92957 1 1
3 4 3 -46232 1 3
3 3 0 -41150 0 2
3 4 1 70831 0 2
3 4 2 78223 0 2
1 4 0 29562 1 0
0 3 0 49341 1 1
0 4 2 -23623 1 0
4 2 4 -4235 1 3
1 3 3 12590 1 0
2 0 1 -8770 0 0
1 0 0 76619 1 1
0 3 0 78492 0 0
0 0 2 93681 1 1
1 1 4 -47512 1 0
2 2 1 -22574 0 0
0 0 4 -42775 0 0
4 1 1 88813 1 1
0 1 2 68702 1 1
1 3 0 99923 0 0
4 3 4 16027 0 2
3 0 2 -29609 0 1
4 1 3 16643 1 3
0 0 4 89555 1 1
0 4 0 38013 1 0
4 2 4 -24657 0 2
3 1 3 6516 1 3
1 3 4 93820 1 1
0 3 4 -501 1 0
4 3 1 5592 0 2
1 3 4 60046 0 0
2 4 3 69992 0 0
0 3 4 -45819 1 0
3 1 2 55663 0 1
3 0 4 14641 0 2
4 1 3 -29804 1 3
4 0 2 5117 1 1
2 0 1 6398 0 0
4 4 0 -37676 1 3
4 2 3 85833 0 2
3 3 3 47402 0 2
3 1 4 -21800 1 3
2 2 4 28683 1 0
0 4 0 4976 0 0
2 2 1 21508 1 0
0 0 1 -9217 0 0
2 1 1 27391 1 0
0 1 4 70142 1 1
4 2 0 69473 1 1
4 3 3 51756 1 3
2 3 4 51310 1 1
3 0 0 -38697 1 1
2 0 1 -19292 0 0
0 2 0 -30400 0 0
1 3 0 -34068 0 0
4 3 1 17000 0 2
3 3 1 -13403 1 3
3 3 4 59322 0 2
1 4 0 43730 1 1
0 3 4 97853 0 0
3 2 1 -43619 0 1
2 2 4 966 1 0
0 2 2 77478 1 1
1 2 2 -44247 0 0
4 4 4 3239 1 3
0 0 4 -14141 1 0
2 4 3 -23720 1 0
2 1 0 66063 0 0
1 1 3 -32135 0 0
2 0 4 23134 1 0
4 0 0 -5945 1 1
2 1 2 -6273 0 0
4 1 0 57903 1 1
1 0 0 61242 1 1
0 1 3 8865 0 0
2 0 4 64254 1 1
4 3 0 15122 1 3
2 2 2 -44798 1 0
4 0 0 99685 1 1
0 1 4 -38929 1 0
2 4 1 50413 1 1
1 2 3 65101 0 0
3 3 3 69188 0 2
4 4 1 17090 0 2
0 3 0 90612 0 0
0 3 1 49298 1 1
2 0 2 47512 1 1
0 0 2 -5510 1 0
4 4 2 55614 0 2
2 3 1 -48187 0 0
0 4 1 46391 1 1
1 2 2 73081 0 0
0 1 0 -4445 0 0
3 3 4 31746 0 2
0 0 0 -40896 0 0
2 4 4 -46091 1 0
0 3 1 8116 1 0
0 2 4 80349 1 1
2 1 2 -41857 1 0
0 2 1 22789 1 0
1 4 1 -41218 0 0
0 0 3 6059 1 0
0 4 4 82340 0 0
1 1 3 3103 1 0
3 2 1 90481 0 1
0 0 1 -42253 1 0
0 3 3 -6537 1 0
3 3 4 97932 0 2
3 4 2 96974 0 2
1 1 1 -48975 0 0
4 4 0 11017 1 3
1 4 2 24159 0 0
1 3 2 7982 1 0
3 4 4 -33610 1 3
3 2 4 44543 0 2
3 4 4 -43206 1 3
1 1 1 2014 1 0
3 4 1 29727 0 2
4 2 2 59325 1 1
2 4 4 28832 1 0
2 4 3 -25798 1 0
3 4 4 6481 1 3
0 0 0 31945 1 0
4 0 3 44520 0 2
3 3 0 -21842 0 2
1 3 4 65796 0 0
3 2 3 -14565 1 3
0 3 3 2870 0 0
2 4 0 18586 0 0
0 3 2 -4716 0 0
4 1 1 8248 0 1
1 3 3 33015 1 0
0 2 0 15489 1 0
2 1 3 -48624 1 0
3 1 4 57657 0 2
4 4 1 60719 1 3
1 4 2 41452 1 1
4 4 0 31738 0 2
4 2 3 46188 1 3
0 1 3 16001 1 0
0 1 1 96857 0 0
2 2 1 -40268 1 0
0 2 0 68327 1 1
1 0 0 -13545 1 0
2 2 3 39636 0 0
2 2 3 57008 1 1
4 3 2 6164 0 2
3 0 4 20355 0 2
0 0 3 84725 0 0
3 1 3 66459 1 3
3 2 4 18538 1 3
2 3 2 96994 0 0
0 0 1 65749 0 0
2 1 4 -24072 1 0
3 1 3 19908 1 3
3 0 0 -47298 1 1
1 0 3 47903 1 1
4 3 3 81467 1 3
3 0 0 85014 1 1
4 0 4 35408 0 2
0 0 0 94525 0 0
3 4 2 14009 1 3
1 2 1 67445 1 1
0 1 1 7523 0 0
4 4 3 84965 1 3
3 0 4 21557 1 3
0 4 0 45167 1 1
1 4 0 34532 0 0
2 2 1 -34654 0 0
3 0 4 -34557 1 3
2 4 2 -49742 1 0
1 0 1 43148 0 0
3 1 2 -13059 1 1
3 1 1 65025 1 1
2 3 2 -6456 0 0
0 1 1 -14156 1 0
1 2 3 -23793 0 0
2 0 1 -16317 1 0
0 4 3 -7785 1 0
3 0 1 -38263 1 1
0 4 1 95289 1 1
0 1 0 38155 0 0
1 2 0 80099 0 0
0 0 1 -20151 0 0
2 0 2 31797 1 0
2 0 0 1007 0 0
0 1 1 -32575 0 0
2 4 1 75612 0 0
0 2 1 -7696 0 0
2 0 3 28170 1 0
3 1 3 77712 0 2
2 1 3 42942 1 1
4 3 4 32249 0 2
1 0 1 -14859 1 0
2 0 3 -37389 1 0
0 0 3 -25872 0 0
0 4 2 29068 1 0
2 0 4 534 0 0
3 2 0 40955 1 1
4 1 2 23051 0 1
1 4 2 95542 1 1
2 4 4 92873 0 0
0 3 3 -37540 0 0
1 3 2 81083 1 1
1 4 2 20360 0 0
1 3 1 14101 1 0
0 0 2 48549 0 0
3 0 2 37350 1 1
1 3 2 45315 1 1
2 1 1 -25441 1 0
4 2 4 -17653 0 2
4 0 0 61807 1 1
0 1 2 85944 1 1
4 0 0 45925 1 1
4 1 3 -34323 0 2
3 1 3 35269 0 2
2 3 4 96207 1 1
4 1 3 -29714 0 2
2 4 4 2648 0 0
0 4 1 54262 0 0
0 2 1 63779 0 0
0 4 1 43458 0 0
3 1 1 52724 0 1
1 4 2 -29823 0 0
0 2 4 22468 0 0
2 3 4 93237 1 1
4 3 1 27168 0 2
4 1 4 -12210 0 2
3 3 1 61216 1 3
1 3 3 -48194 0 0
2 0 1 15476 1 0
1 1 1 29810 1 0
1 3 3 16130 1 0
0 3 2 98254 1 1
3 0 4 -10469 0 2
3 4 0 99867 1 3
1 2 0 65831 0 0
0 2 4 49634 0 0
3 2 1 31933 0 1
3 0 2 -46119 0 1
3 1 0 27576 0 1
2 2 3 89635 1 1
4 3 2 4029 1 3
4 4 3 -44960 1 3
3 0 3 70100 1 3
3 0 2 -28597 0 1
3 4 4 87140 1 3
3 0 4 83850 1 3
4 2 0 86471 0 1
1 3 2 36598 0 0
4 3 3 55172 1 3
1 0 2 -3112 0 0
2 0 4 -3617 1 0
3 0 3 -15008 0 2
4 3 2 -15463 0 2
2 2 1 73665 1 1
2 1 3 85998 1 1
3 4 1 78568 0 2
0 4 0 52546 1 1
3 4 3 -5990 0 2
4 4 2 29793 1 3
0 3 0 52142 1 1
2 4 0 40921 0 0
4 4 4 80100 1 3
1 4 2 -37246 0 0
3 1 3 95969 0 2
2 2 3 -1821 0 0
4 3 1 3613 1 3
0 4 4 44630 0 0
2 3 3 -29548 1 0
1 0 4 88701 0 0
3 0 4 65943 0 2
2 2 4 -15319 0 0
1 2 4 69499 0 0
4 0 2 93180 0 1
1 1 4 6355 1 0
2 0 0 32491 0 0
1 4 0 -44603 0 0
3 0 0 -7793 0 1
1 2 0 45858 0 0
0 0 1 96198 1 1
1 4 3 83660 1 1
0 4 3 73574 1 1
2 1 2 46320 1 1
4 3 3 -41062 1 3
2 0 4 56501 1 1
0 1 1 -13981 1 0
1 3 3 18749 0 0
2 1 4 -25716 1 0
0 0 3 26444 1 0
4 4 0 10605 0 2
4 1 1 41593 1 1
4 1 0 70042 1 1
3 2 0 -25273 0 1
4 2 1 86706 0 1
4 2 1 33038 1 1
0 1 4 -1844 0 0
4 3 4 -28105 1 3
4 2 4 -9930 1 3
2 1 0 -24832 0 0
1 1 4 -37435 0 0
3 4 1 -49856 1 3
4 0 0 6619 1 1
0 4 0 89242 0 0
3 4 4 85087 1 3
4 0 4 -5311 0 2
1 4 3 71715 0 0
3 3 3 45293 0 2
3 0 1 54920 1 1
4 2 2 84826 1 1
2 4 2 49179 1 1
4 1 1 -23108 1 1
4 1 2 59235 0 1
3 4 0 63437 1 3
1 0 1 81911 1 1
1 3 0 12657 0 0
1 3 1 64202 1 1
3 3 4 27858 1 3
1 0 1 27489 0 0
3 4 1 -16219 0 2
4 1 4 99067 0 2
1 3 3 6203 1 0
4 2 4 27733 1 3
2 2 3 -9954 1 0
1 2 0 30162 0 0
4 3 1 54928 0 2
4 0 0 64916 0 1
0 3 3 -2094 0 0
4 2 0 -33744 0 1
1 1 1 -13780 0 0
0 0 1 60291 0 0
3 0 0 -47139 1 1
1 2 1 2522 1 0
0 1 4 -31359 0 0
2 2 3 53598 0 0
0 3 1 -12221 0 0
0 3 2 57818 1 1
1 2 0 19067 0 0
3 0 1 5880 1 1
4 2 0 42830 1 1
4 1 1 44017 0 1
4 4 1 93982 1 3
4 4 3 -3530 0 2
0 4 4 -266 1 0
1 2 3 67490 0 0
0 2 3 -20310 0 0
3 4 2 83318 1 3
0 2 2 -45198 0 0
2 1 4 -46355 0 0
2 0 3 -12387 0 0
0 3 0 34878 1 0
3 2 0 15833 1 1
3 4 4 63025 1 3
1 1 4 96210 1 1
4 4 1 -2966 1 3
3 2 4 -23005 1 3
4 4 4 62736 0 2
4 1 1 53198 1 1
3 0 1 3804 1 1
3 0 2 -13112 1 1
3 0 1 -49328 1 1
2 2 0 64006 0 0
4 0 2 -1333 0 1
4 1 4 63423 0 2
4 2 1 -22359 0 1
1 0 4 6937 0 0
2 4 4 35456 0 0
1 4 4 60289 1 1
4 4 4 19668 0 2
0 4 1 -47378 0 0
2 2 2 15469 0 0
0 4 1 91060 0 0
4 1 0 19930 0 1
1 3 3 86025 0 0
2 0 0 -7989 0 0
0 3 1 35653 0 0
3 3 1 28960 0 2
0 2 0 29596 1 0
1 0 2 24302 0 0
1 1 0 20636 0 0
0 2 3 52862 0 0
2 2 2 -45898 0 0
2 4 4 46888 0 0
4 1 1 84253 0 1
3 2 3 66551 0 2
1 0 2 -7409 0 0
3 3 3 40873 0 2
0 4 1 -10505 0 0
3 2 3 -19373 1 3
3 3 3 99129 0 2
3 0 3 -25945 0 2
4 4 4 97441 0 2
4 1 2 91654 1 1
1 2 1 -29922 0 0
0 4 1 38476 0 0
1 1 1 90113 0 0
2 2 2 -2461 1 0
0 2 1 -15662 0 0
2 0 4 41494 0 0
3 4 3 -37958 0 2
3 2 3 97556 1 3
3 1 4 39582 0 2
3 1 1 92332 1 1
2 2 2 -46686 1 0
2 1 4 71210 0 0
2 0 1 21240 0 0
0 1 3 3643 1 0
4 4 1 18637 1 3
1 2 1 60075 1 1
2 0 1 -33899 0 0
3 3 2 18971 0 2
0 3 3 12420 0 0
3 4 3 83647 1 3
3 1 2 84588 1 1
3 1 1 -15207 0 1
0 4 0 -1042 0 0
1 4 2 -42274 1 0
2 1 1 72376 1 1
0 1 4 96184 0 0
2 1 2 73584 1 1
4 4 3 81422 1 3
2 2 0 -23083 0 0
0 4 4 -20028 0 0
1 3 4 -32346 1 0
2 3 1 -24906 1 0
1 3 2 -28781 1 0
4 2 0 -41032 1 1
4 3 4 11143 1 3
4 0 4 25157 0 2
1 4 1 -26330 0 0
3 1 4 -4691 1 3
1 3 3 -6373 0 0
3 2 3 -16057 1 3
3 2 2 32556 1 1
4 3 1 -25440 1 3
0 2 4 47512 1 1
1 0 4 13401 1 0
0 2 0 35123 0 0
1 0 1 13145 0 0
2 3 1 14974 1 0
1 0 0 50905 1 1
3 4 2 50476 1 3
4 4 3 -37591 0 2
1 1 0 -22015 0 0
0 3 3 88567 1 1
4 3 1 39785 1 3
4 2 1 80077 0 1
4 3 2 40534 1 3
1 0 1 96376 0 0
0 4 2 -1921 0 0
0 2 1 -44140 0 0
4 1 0 -26253 0 1
1 0 1 64467 0 0
4 0 2 56919 1 1
1 0 4 -4645 0 0
2 3 3 -37189 0 0
4 1 1 -39973 0 1
4 2 0 69280 1 1
4 4 0 48555 0 2
4 1 4 5057 1 3
1 1 0 -12430 0 0
4 2 1 98274 0 1
4 3 3 59672 1 3
3 2 3 56083 1 3
0 4 3 85767 1 1
4 4 1 -44228 1 3
1 1 0 -7837 1 0
0 2 4 39500 1 0
4 0 2 90401 1 1
1 0 2 83978 0 0
3 3 4 63073 1 3
3 4 3 -32482 0 2
1 2 2 41428 1 1
2 4 3 47213 1 1
2 0 4 24336 0 0
1 1 1 77735 1 1
4 4 0 37994 1 3
3 0 1 -11468 1 1
4 3 2 20692 0 2
0 0 1 87194 0 0
3 2 0 74407 1 1
0 4 2 -27079 0 0
2 2 1 34561 1 0
3 4 1 93602 0 2
3 4 2 78833 1 3
2 3 4 83202 0 0
1 0 1 -9034 0 0
4 4 2 52845 1 3
4 3 2 15933 0 2
2 3 4 61821 0 0
2 1 2 77279 1 1
0 3 0 97924 1 1
1 3 0 -40827 1 0
3 4 1 84710 1 3
3 0 2 83952 0 1
0 4 2 40864 0 0
0 4 1 -28427 1 0
0 2 1 -286 0 0
3 4 1 60351 1 3
4 1 0 99976 0 1
1 0 4 48269 0 0
1 0 1 94531 1 1
1 4 0 -27886 0 0
1 3 4 43223 1 1
2 4 4 15954 0 0
0 3 1 -26489 0 0
2 4 2 -46495 1 0
0 4 0 23237 1 0
3 3 3 1690 1 3
2 4 1 -801 1 0
2 1 3 -12681 1 0
1 0 0 -14807 1 0
3 0 1 16905 1 1
3 0 2 98860 0 1
1 1 1 95533 0 0
1 4 3 -11445 1 0
3 3 1 71975 0 2
4 1 1 -45408 1 1
4 2 0 82320 1 1
2 0 4 11532 0 0
4 2 3 88522 0 2
0 2 0 -25708 0 0
0 1 1 -2269 1 0
0 4 2 -10410 1 0
0 4 2 56873 1 1
0 3 0 95221 1 1
3 1 1 -40100 1 1
3 2 2 -28395 0 1
1 2 3 38053 0 0
3 2 1 -28490 0 1
2 0 1 55098 0 0
3 3 3 64430 0 2
2 1 1 87938 1 1
1 1 3 13727 1 0
3 2 3 9647 0 2
0 2 3 63846 1 1
2 0 1 -21565 1 0
1 0 2 33363 1 0
1 1 2 74421 0 0
1 2 4 -4165 1 0
2 1 1 70834 0 0
2 0 4 66386 0 0
3 4 4 53522 1 3
2 2 3 70704 1 1
2 0 4 26879 0 0
0 4 1 98920 1 1
2 4 3 -36524 1 0
2 4 3 -38937 0 0
0 1 3 -15810 0 0
4 4 1 -49374 0 2
4 0 3 489 0 2
3 1 3 -40647 0 2
4 4 3 81406 1 3
3 2 3 26701 1 3
1 2 3 -41379 1 0
3 1 4 36858 0 2
2 2 0 -11053 1 0
1 0 2 68058 0 0
0 1 2 81205 0 0
0 3 0 -2066 1 0
2 1 4 83147 0 0
1 4 3 744 0 0
3 2 1 64729 1 1
4 0 3 53545 0 2
2 1 0 -31261 0 0
3 0 2 30874 0 1
1 0 4 -8795 1 0
4 4 0 90762 0 2
2 3 0 64295 1 1
1 3 0 -49418 1 0
1 4 3 71920 1 1
4 2 1 77225 0 1
1 4 4 89060 1 1
3 4 3 29775 0 2
3 3 1 23163 0 2
3 0 2 -49458 1 1
1 4 0 7660 0 0
3 1 2 43978 0 1
0 2 2 20194 1 0
4 1 3 8029 0 2
1 1 1 -6610 0 0
4 3 0 68840 1 3
2 2 2 -32804 0 0
1 0 2 95062 1 1
0 2 2 -38431 0 0
1 2 4 28445 0 0
4 3 3 60819 0 2
2 1 0 93774 0 0
0 2 4 -456 0 0
3 4 3 -30384 0 2
2 3 4 44989 0 0
4 0 0 -24759 0 1
1 2 3 65128 1 1
1 2 3 15371 1 0
0 2 1 -12004 1 0
4 2 0 17590 0 1
0 2 3 -34346 1 0
3 4 1 66745 1 3
2 2 4 -14306 0 0
2 3 4 -49918 1 0
2 4 2 94793 1 1
0 3 4 -41206 0 0
1 4 1 -31153 1 0
4 4 4 50448 0 2
0 0 0 -17846 0 0
4 1 0 -43266 0 1
4 3 1 -31562 1 3
1 1 0 99781 0 0
1 0 2 22962 0 0
0 2 3 23155 0 0
3 1 3 48989 0 2
3 3 2 55848 0 2
4 1 3 84209 1 3
3 3 3 18780 0 2
0 1 3 80447 1 1
0 4 4 32523 1 0
0 2 1 11297 1 0
0 2 1 47163 0 0
1 2 3 -11404 0 0
1 4 3 -46786 1 0
1 3 0 95324 1 1
3 3 4 85447 0 2
1 3 3 -15940 1 0
2 1 4 -5642 1 0
0 4 0 -45438 1 0
3 0 4 50665 1 3
4 2 1 77983 1 1
0 0 2 -16907 1 0
1 4 4 56714 1 1
3 1 4 84374 1 3
1 2 2 -16371 0 0
1 2 1 -30036 0 0
2 0 0 32648 1 0
4 1 4 34663 0 2
2 2 0 -21261 1 0
2 2 0 40629 1 1
0 2 2 86006 0 0
0 1 1 31275 0 0
4 2 1 10332 0 1
4 1 4 36119 0 2
3 3 2 46054 0 2
3 2 3 87187 1 3
3 0 4 -35823 0 2
3 4 3 91448 0 2
1 3 4 36868 0 0
4 3 3 90739 0 2
3 0 4 81533 1 3
1 4 4 57155 0 0
4 1 1 76418 0 1
0 0 2 -26418 0 0
0 1 1 28582 0 0
3 3 0 96635 0 2
2 3 0 60081 0 0
3 2 0 -31796 0 1
0 0 1 83854 0 0
2 2 4 -45306 1 0
3 3 1 30799 0 2
4 3 2 -34679 0 2
2 2 2 11624 0 0
0 1 4 76410 0 0
2 1 2 75739 0 0
2 1 1 26121 0 0
1 2 0 80720 0 0
1 1 1 -31082 0 0
4 4 4 88148 1 3
3 1 3 -9137 0 2
3 1 1 47485 0 1
4 1 3 -32950 1 3
3 0 4 75576 1 3
4 0 0 -3953 0 1
0 4 4 17571 0 0
4 4 3 -34799 0 2
3 0 1 79173 1 1
3 1 1 35948 1 1
3 2 0 20819 1 1
0 1 1 35723 1 0
0 0 3 33219 1 0
0 3 2 -26576 0 0
1 3 2 97574 1 1
1 4 2 12267 1 0
1 1 4 30779 0 0
3 3 2 52979 1 3
0 1 1 908 1 0
0 3 3 -7660 1 0
4 2 0 97904 1 1
4 0 0 25399 0 1
2 4 3 -43741 1 0
0 0 2 84341 0 0
0 4 0 84824 0 0
0 1 0 65230 1 1
0 0 2 41246 0 0
1 3 1 81816 0 0
0 1 2 -10258 1 0
0 3 4 51814 0 0
1 0 0 71183 0 0
3 0 1 -31548 1 1
1 1 0 78300 0 0
3 4 4 35232 1 3
1 2 4 78487 1 1
0 2 3 13523 1 0
4 2 3 -32324 0 2
1 4 2 -9285 1 0
2 3 1 55513 1 1
0 1 4 38360 1 0
2 3 3 -8116 0 0
2 1 4 35480 0 0
3 0 3 53721 0 2
0 0 4 44380 1 1
1 0 0 46844 0 0
1 4 0 28286 0 0
4 0 4 -49877 0 2
1 3 2 -41513 1 0
3 2 1 24920 0 1
1 2 2 17096 1 0
2 4 4 74473 1 1
4 1 3 2444 0 2
1 4 3 65955 0 0
1 4 1 83901 0 0
1 4 4 46855 0 0
2 4 1 30929 0 0
4 1 2 43164 1 1
4 0 4 36874 0 2
2 2 0 36611 1 0
0 0 4 60656 0 0
2 1 1 50538 0 0
1 4 1 25606 1 0
3 3 0 66795 0 2
1 0 1 57508 0 0
3 1 1 -28678 0 1
0 3 4 45772 1 1
0 3 1 36447 1 0
4 3 0 36111 1 3
1 1 4 -46421 0 0
4 0 2 52104 0 1
1 3 0 94027 0 0
1 0 1 49604 1 1
0 0 2 97480 1 1
2 4 0 33862 0 0
1 3 3 73859 0 0
4 0 4 59215 0 2
3 3 2 -11730 0 2
3 1 1 58973 0 1
4 4 0 -29954 0 2
4 4 3 -27152 1 3
3 2 0 44309 1 1
4 3 2 25538 1 3
1 3 3 57009 0 0
2 2 1 3814 1 0
3 1 1 56342 1 1
2 0 3 28333 0 0
4 4 3 38611 0 2
4 2 1 -27999 1 1
2 4 4 87439 0 0
1 2 1 76872 1 1
1 2 0 -41076 1 0
0 2 3 28406 0 0
3 0 2 -18062 1 1
3 0 2 55112 1 1
3 0 3 -41347 1 3
0 4 0 17078 0 0
4 0 3 -10152 0 2
2 1 3 -39002 0 0
1 0 3 12012 1 0
2 2 4 -48318 1 0
2 3 2 -38335 1 0
0 4 1 -7731 1 0
2 1 0 28643 0 0
1 4 4 34079 1 0
4 4 4 92292 1 3
3 1 2 51526 1 1
3 2 2 -15895 0 1
1 2 2 37585 0 0
2 4 0 57389 0 0
3 2 2 -42154 1 1
2 0 2 92435 0 0
1 2 1 1889 0 0
1 2 2 29199 1 0
1 0 0 3824 1 0
0 0 0 86492 1 1
4 1 2 20230 0 1
1 0 0 -25124 1 0
3 1 1 66812 1 1
3 0 1 -32375 1 1
1 3 1 80617 0 0
3 3 0 -12165 0 2
3 2 2 -1239 0 1
0 2 1 69228 0 0
3 0 0 -10617 1 1
4 1 1 1731 0 1
3 3 1 21437 0 2
0 3 1 50550 1 1
0 0 3 -3529 1 0
0 4 2 96640 0 0
2 0 0 -2629 0 0
4 2 1 74438 0 1
2 4 4 -3723 0 0
2 2 0 -47332 0 0
0 2 2 -38806 1 0
2 3 1 70777 0 0
2 2 1 -10453 1 0
2 3 4 3971 0 0
1 3 3 6567 0 0
1 0 2 64898 0 0
4 0 2 -45711 1 1
2 2 3 12638 0 0
1 3 1 -17833 0 0
0 4 3 -24830 1 0
4 2 0 48371 0 1
0 1 3 88130 0 0
4 3 3 9845 0 2
2 1 2 -16894 0 0
3 3 4 -35413 1 3
3 0 0 87469 1 1
1 1 3 80415 1 1
1 4 0 -44339 0 0
2 4 4 -31129 1 0
1 3 3 -3325 0 0
2 1 1 30706 0 0
1 4 2 43612 1 1
2 4 4 -6766 0 0
0 0 0 22575 1 0
4 4 2 20304 1 3
4 1 1 85636 1 1
1 1 0 20281 1 0
2 3 1 90242 0 0
3 3 2 -21888 1 3
0 4 3 -38342 0 0
0 0 3 95740 1 1
0 0 0 3552 1 0
4 1 4 98515 0 2
0 3 2 -14792 0 0
4 0 2 34725 0 1
3 1 0 10537 0 1
3 0 3 25621 1 3
2 1 2 -43324 0 0
2 0 2 18926 0 0
3 0 2 1862 0 1
1 4 0 96077 1 1
0 0 0 -27291 0 0
4 3 1 69074 1 3
3 1 4 -191 1 3
2 3 2 87377 0 0
4 3 2 -43594 0 2
0 3 2 26539 0 0
2 1 4 46212 0 0
1 0 2 79911 0 0
4 4 3 33268 0 2
1 4 1 -14348 1 0
3 1 4 -23720 1 3
4 3 0 39706 1 3
0 3 1 -111 0 0
1 2 3 -17512 1 0
4 3 0 45343 1 3
1 2 1 66296 1 1
3 1 1 62003 1 1
1 3 2 1391 1 0
1 1 1 3700 0 0
1 1 4 17509 0 0
1 1 0 6894 1 0
2 1 2 19713 1 0
2 0 0 27563 1 0
2 4 4 -23473 0 0
4 4 2 98839 0 2
2 0 0 -28217 1 0
3 3 1 59203 1 3
1 3 4 -3613 1 0
1 1 2 40713 0 0
2 1 2 -39876 1 0
2 4 4 -15296 1 0
2 4 4 88225 0 0
3 4 3 91601 0 2
0 3 3 72853 0 0
0 3 2 52322 0 0
3 1 4 71269 1 3
1 4 3 -4492 0 0
1 2 4 91216 0 0
1 1 0 49561 1 1
